game_id,season,team_A,team_B,match_type,sets_A,sets_B,win_A,A_pts_total,A_pts_bp,A_pts_balance,A_srv_total,A_srv_errors,A_srv_aces,A_rec_total,A_rec_errors,A_rec_pos_pct,A_rec_perf_pct,A_atk_total,A_atk_errors,A_atk_blocked,A_atk_points,A_atk_success_pct,A_blk_points,B_pts_total,B_pts_bp,B_pts_balance,B_srv_total,B_srv_errors,B_srv_aces,B_rec_total,B_rec_errors,B_rec_pos_pct,B_rec_perf_pct,B_atk_total,B_atk_errors,B_atk_blocked,B_atk_points,B_atk_success_pct,B_blk_points,diff_pts_total,diff_pts_bp,diff_pts_balance,diff_srv_total,diff_srv_errors,diff_srv_aces,diff_rec_total,diff_rec_errors,diff_rec_pos_pct,diff_rec_perf_pct,diff_atk_total,diff_atk_errors,diff_atk_blocked,diff_atk_points,diff_atk_success_pct,diff_blk_points,A_srv_eff,B_srv_eff,diff_srv_eff,A_atk_eff,B_atk_eff,diff_atk_eff,A_blk_share,B_blk_share,diff_blk_share,A_srv_share,B_srv_share,diff_srv_share,A_errors_total,B_errors_total,diff_errors_total,A_scoreboard_points,B_scoreboard_points,match_total_points,A_errors_rate,B_errors_rate,diff_errors_rate,A_rec_quality_gap,B_rec_quality_gap,diff_rec_quality_gap,sets_sum,loser_sets,A_pts_per_set,B_pts_per_set,diff_pts_per_set,A_scoreboard_pts_per_set,B_scoreboard_pts_per_set,diff_scoreboard_pts_per_set,match_avg_points_per_set,A_errors_per_set,B_errors_per_set,diff_errors_per_set,A_srv_success_pct,B_srv_success_pct,diff_srv_success_pct,A_defense_total,B_defense_total,diff_defense_total,A_pts_rolling3,A_errors_rolling3,A_pts_per_set_rolling3,A_errors_per_set_rolling3,B_pts_rolling3,B_errors_rolling3,B_pts_per_set_rolling3,B_errors_per_set_rolling3,diff_pts_rolling3,diff_errors_rolling3,diff_pts_per_set_rolling3,diff_errors_per_set_rolling3,czy_playoff,A_matches_before,A_win_rate_prev,A_win_rate_last5,A_pts_prev_all,A_errors_prev_all,A_atk_eff_prev_all,A_win_streak_prev3,B_matches_before,B_win_rate_prev,B_win_rate_last5,B_pts_prev_all,B_errors_prev_all,B_atk_eff_prev_all,B_win_streak_prev3,diff_matches_before,diff_win_rate_prev,diff_win_rate_last5,diff_pts_prev_all,diff_errors_prev_all,diff_atk_eff_prev_all,diff_win_streak_prev3,h2h_matches_before,h2h_win_rate_A,h2h_last_result_A,h2h_matches_before_all,h2h_win_rate_A_all,h2h_last_result_A_all
1100540,2019/2020,Wisła Warszawa,Developres Rzeszów,3:0,0,3,0,33,8,33,51,4,1,67,8,40,9,95,4,9,30,32,2,66,32,66,73,6,8,47,1,49,27,99,7,2,49,49,9,-33,-24,-33,-22,-2,-7,20,7,-9,-18,-4,-3,7,-19,-17,-7,0.25,1.3333333333333333,-1.0833333333333333,0.17894736842105263,0.40404040404040403,-0.2250930356193514,0.06060606060606061,0.13636363636363635,-0.07575757575757575,0.030303030303030304,0.12121212121212122,-0.09090909090909091,16,14,2,47,82,129,0.07511737089201878,0.0639269406392694,0.011190430252749378,-31,-22,-9,3,0,11.0,22.0,-11.0,15.666666666666666,27.333333333333332,-11.666666666666666,43.0,5.333333333333333,4.666666666666667,0.6666666666666661,1.9607843137254901,10.95890410958904,-8.99811979586355,76,49,27,43.0,24.0,12.555555555555555,7.194444444444444,59.666666666666664,14.0,16.466666666666665,3.9555555555555557,-16.666666666666664,10.0,-3.9111111111111097,3.238888888888888,0,17,0.0,0.0,42.411764705882355,21.58823529411765,0.11750112013292012,0.0,18,0.9444444444444444,1.0,62.94444444444444,15.88888888888889,0.3170640953637889,1.0,-1,-0.9444444444444444,-1.0,-20.532679738562088,5.699346405228759,-0.19956297523086874,-1.0,1,0.0,0.0,1,0.0,0.0
1100541,2019/2020,Pałac Bydgoszcz,Wisła Warszawa,3:0,3,0,1,61,19,61,76,7,2,64,3,47,24,115,5,8,51,44,8,55,17,55,72,7,4,68,1,43,22,111,7,8,43,39,8,6,2,6,4,0,-2,-4,2,4,2,4,-2,0,8,5,0,0.2857142857142857,0.5714285714285714,-0.2857142857142857,0.33043478260869563,0.25225225225225223,0.0781825303564434,0.13114754098360656,0.14545454545454545,-0.014307004470938883,0.03278688524590164,0.07272727272727272,-0.03994038748137108,15,15,0,76,70,146,0.058823529411764705,0.05976095617529881,-0.0009374267635341021,-23,-21,-2,3,0,20.333333333333332,18.333333333333332,2.0,25.333333333333332,23.333333333333332,2.0,48.666666666666664,5.0,5.0,0.0,2.631578947368421,5.555555555555555,-2.9239766081871346,72,76,-4,89.0,22.333333333333332,17.8,4.466666666666666,38.666666666666664,20.333333333333332,10.0,5.666666666666667,50.333333333333336,2.0,7.800000000000001,-1.200000000000001,0,18,0.3888888888888889,0.4,66.11111111111111,17.5,0.23825748412365144,0.0,18,0.0,0.0,41.888888888888886,21.27777777777778,0.12091480059337194,0.0,0,0.3888888888888889,0.4,24.22222222222223,-3.7777777777777786,0.1173426835302795,0.0,0,0.5,0.5,0,0.5,0.5
1100542,2019/2020,ŁKS Commercecon Łódź,PTPS Piła,3:1,1,3,0,69,26,69,86,9,2,96,7,42,26,175,8,12,57,33,10,71,34,71,98,2,7,77,2,61,35,175,11,10,52,30,12,-2,-8,-2,-12,7,-5,19,5,-19,-9,0,-3,2,5,3,-2,0.2222222222222222,3.5,-3.2777777777777777,0.21142857142857144,0.17714285714285713,0.03428571428571431,0.14492753623188406,0.16901408450704225,-0.024086548275158187,0.028985507246376812,0.09859154929577464,-0.06960604204939783,24,15,9,84,95,179,0.06722689075630252,0.04285714285714286,0.02436974789915966,-16,-26,10,4,1,17.25,17.75,-0.5,21.0,23.75,-2.75,44.75,6.0,3.75,2.25,2.3255813953488373,7.142857142857142,-4.817275747508305,108,87,21,60.333333333333336,21.0,18.0,6.361111111111111,43.333333333333336,20.0,13.111111111111114,6.138888888888888,17.0,1.0,4.888888888888886,0.22222222222222232,0,18,0.6111111111111112,0.6,67.16666666666667,22.72222222222222,0.24642302481710365,0.6666666666666666,19,0.42105263157894735,0.4,54.473684210526315,19.210526315789473,0.19592166656450435,0.3333333333333333,-1,0.19005847953216382,0.19999999999999996,12.692982456140356,3.511695906432749,0.0505013582525993,0.3333333333333333,1,1.0,1.0,7,0.7142857142857143,1.0
1100543,2019/2020,Volley Wrocław,BKS Bielsko-Biała,3:1,1,3,0,54,18,54,80,13,6,86,2,38,10,127,12,7,41,32,7,59,23,59,92,6,2,67,6,46,16,117,10,7,50,43,7,-5,-5,-5,-12,7,4,19,-4,-8,-6,10,2,0,-9,-11,0,0.46153846153846156,0.3333333333333333,0.12820512820512825,0.1732283464566929,0.28205128205128205,-0.10882293559458914,0.12962962962962962,0.11864406779661017,0.01098556183301945,0.1111111111111111,0.03389830508474576,0.07721280602636535,27,22,5,76,86,162,0.09215017064846416,0.07971014492753623,0.012440025720927936,-28,-30,2,4,1,13.5,14.75,-1.25,19.0,21.5,-2.5,40.5,6.75,5.5,1.25,7.5,2.1739130434782608,5.326086956521739,93,74,19,55.666666666666664,29.0,15.4,8.111111111111112,69.66666666666667,27.333333333333332,17.23333333333333,7.083333333333333,-14.000000000000007,1.6666666666666679,-1.8333333333333304,1.0277777777777795,0,18,0.3333333333333333,0.4,56.833333333333336,26.0,0.22844347318954064,0.3333333333333333,19,0.42105263157894735,0.2,70.52631578947368,25.0,0.24437504115032144,0.3333333333333333,-1,-0.08771929824561403,0.2,-13.69298245614035,1.0,-0.015931567960780796,0.0,1,0.0,0.0,9,0.6666666666666666,0.0
1100544,2019/2020,Pałac Bydgoszcz,ŁKS Commercecon Łódź,3:0,0,3,0,40,13,40,54,5,2,68,4,46,18,100,14,12,34,34,4,53,28,53,73,5,4,48,1,42,15,83,6,4,37,45,12,-13,-15,-13,-19,0,-2,20,3,4,3,17,8,8,-3,-11,-8,0.4,0.8,-0.4,0.08,0.3253012048192771,-0.24530120481927709,0.1,0.22641509433962265,-0.12641509433962264,0.05,0.07547169811320754,-0.02547169811320754,23,12,11,52,76,128,0.1036036036036036,0.058823529411764705,0.044780074191838895,-28,-27,-1,3,0,13.333333333333334,17.666666666666668,-4.333333333333334,17.333333333333332,25.333333333333332,-8.0,42.666666666666664,7.666666666666667,4.0,3.666666666666667,3.7037037037037033,5.47945205479452,-1.775748351090817,80,52,28,77.0,19.333333333333332,18.11111111111111,4.533333333333332,60.666666666666664,26.333333333333332,16.166666666666664,7.444444444444444,16.333333333333336,-7.0,1.9444444444444464,-2.9111111111111114,0,19,0.42105263157894735,0.4,65.84210526315789,17.36842105263158,0.24310892088602218,0.3333333333333333,19,0.5789473684210527,0.4,67.26315789473684,22.789473684210527,0.24458121148086512,0.3333333333333333,0,-0.1578947368421053,0.0,-1.4210526315789451,-5.421052631578949,-0.00147229059484294,0.0,1,0.0,0.0,7,0.2857142857142857,0.0
1100545,2019/2020,Volley Wrocław,PTPS Piła,3:1,1,3,0,70,18,70,86,11,4,92,6,41,20,150,12,12,60,40,6,67,25,67,97,5,6,75,4,48,32,134,7,6,49,37,12,3,-7,3,-11,6,-2,17,2,-7,-12,16,5,6,11,3,-6,0.36363636363636365,1.2,-0.8363636363636363,0.24,0.26865671641791045,-0.028656716417910455,0.08571428571428572,0.1791044776119403,-0.09339019189765457,0.05714285714285714,0.08955223880597014,-0.032409381663113,29,16,13,86,96,182,0.08841463414634146,0.05228758169934641,0.03612705244699505,-21,-16,-5,4,1,17.5,16.75,0.75,21.5,24.0,-2.5,45.5,7.25,4.0,3.25,4.651162790697675,6.185567010309279,-1.534404219611604,104,81,23,56.666666666666664,28.666666666666668,14.233333333333334,7.25,52.0,19.666666666666668,14.02777777777778,5.611111111111112,4.666666666666664,9.0,0.20555555555555394,1.6388888888888884,0,19,0.3157894736842105,0.4,56.68421052631579,26.05263157894737,0.2255374138878118,0.0,20,0.45,0.6,55.3,19.0,0.19498272609342202,0.3333333333333333,-1,-0.1342105263157895,-0.19999999999999996,1.3842105263157904,7.05263157894737,0.030554687794389773,-0.3333333333333333,1,1.0,1.0,9,0.6666666666666666,1.0
1100546,2019/2020,Legionovia,Volley Wrocław,3:1,3,1,1,64,30,64,90,13,5,72,8,28,13,122,10,6,47,39,12,55,20,55,85,13,8,77,5,34,18,123,10,12,41,33,6,9,10,9,5,0,-3,-5,3,-6,-5,-1,0,-6,6,6,6,0.38461538461538464,0.6153846153846154,-0.23076923076923078,0.2540983606557377,0.15447154471544716,0.09962681594029055,0.1875,0.10909090909090909,0.07840909090909091,0.078125,0.14545454545454545,-0.06732954545454545,31,28,3,92,86,178,0.10915492957746478,0.09824561403508772,0.010909315542377063,-15,-16,1,4,1,16.0,13.75,2.25,23.0,21.5,1.5,44.5,7.75,7.0,0.75,5.555555555555555,9.411764705882353,-3.856209150326798,78,89,-11,64.0,26.666666666666668,14.888888888888891,5.9111111111111105,51.333333333333336,24.0,15.027777777777777,7.111111111111111,12.666666666666664,2.666666666666668,-0.13888888888888573,-1.2000000000000002,0,20,0.6,0.6,66.6,22.6,0.2537061249358309,0.6666666666666666,20,0.3,0.2,57.35,26.2,0.2262605431934212,0.0,0,0.3,0.39999999999999997,9.249999999999993,-3.599999999999998,0.027445581742409686,0.6666666666666666,1,1.0,1.0,9,0.3333333333333333,1.0
1100547,2019/2020,PTPS Piła,Developres Rzeszów,3:0,0,3,0,36,16,36,60,4,1,65,3,43,28,113,8,11,28,25,7,58,30,58,73,8,3,56,1,46,18,111,7,7,44,40,11,-22,-14,-22,-13,-4,-2,9,2,-3,10,2,1,4,-16,-15,-4,0.25,0.375,-0.125,0.07964601769911504,0.2702702702702703,-0.19062425257115523,0.19444444444444445,0.1896551724137931,0.004789272030651354,0.027777777777777776,0.05172413793103448,-0.023946360153256706,15,16,-1,52,73,125,0.06302521008403361,0.06666666666666667,-0.003641456582633054,-15,-28,13,3,0,12.0,19.333333333333332,-7.333333333333332,17.333333333333332,24.333333333333332,-7.0,41.666666666666664,5.0,5.333333333333333,-0.33333333333333304,1.6666666666666667,4.10958904109589,-2.442922374429223,76,63,13,57.666666666666664,14.333333333333334,17.277777777777775,4.305555555555555,56.0,13.333333333333334,18.666666666666664,4.4444444444444455,1.6666666666666643,1.0,-1.3888888888888893,-0.13888888888889017,0,21,0.47619047619047616,0.6,55.857142857142854,18.857142857142858,0.1984910113469691,0.6666666666666666,19,0.9473684210526315,1.0,63.10526315789474,15.789473684210526,0.3216417958204529,1.0,2,-0.47117794486215536,-0.4,-7.248120300751886,3.067669172932332,-0.1231507844734838,-0.33333333333333337,1,0.0,0.0,9,0.3333333333333333,0.0
1100548,2019/2020,ŁKS Commercecon Łódź,Radomka Radom,3:0,3,0,1,56,31,56,73,8,7,49,3,39,25,94,6,7,30,32,19,36,15,36,54,5,3,65,7,36,18,100,8,19,26,26,7,20,16,20,19,3,4,-16,-4,3,7,-6,-2,-12,4,6,12,0.875,0.6,0.275,0.18085106382978725,-0.01,0.19085106382978725,0.3392857142857143,0.19444444444444445,0.14484126984126985,0.125,0.08333333333333333,0.04166666666666667,17,20,-3,76,53,129,0.0787037037037037,0.091324200913242,-0.012620497209538298,-14,-18,4,3,0,18.666666666666668,12.0,6.666666666666668,25.333333333333332,17.666666666666668,7.666666666666664,43.0,5.666666666666667,6.666666666666667,-1.0,9.58904109589041,5.555555555555555,4.033485540334855,56,84,-28,58.0,21.333333333333332,17.416666666666668,6.444444444444444,69.66666666666667,27.666666666666668,16.066666666666666,6.45,-11.666666666666671,-6.333333333333336,1.3500000000000014,-0.005555555555556424,0,20,0.6,0.6,66.55,22.25,0.2486172111477857,0.6666666666666666,18,0.3333333333333333,0.0,65.0,23.72222222222222,0.22724214186375954,0.0,2,0.26666666666666666,0.6,1.5499999999999972,-1.4722222222222214,0.02137506928402616,0.6666666666666666,1,1.0,1.0,3,1.0,1.0
1100549,2019/2020,Radomka Radom,MKS Kalisz,3:0,0,3,0,50,20,50,63,9,10,72,5,32,15,91,10,7,36,40,4,54,29,54,76,4,5,54,10,37,17,94,7,4,42,45,7,-4,-9,-4,-13,5,5,18,-5,-5,-2,-3,3,3,-6,-5,-3,1.1111111111111112,1.25,-0.13888888888888884,0.2087912087912088,0.32978723404255317,-0.12099602525134437,0.08,0.12962962962962962,-0.04962962962962962,0.2,0.09259259259259259,0.10740740740740742,24,21,3,71,78,149,0.10619469026548672,0.09375,0.012444690265486724,-17,-20,3,3,0,16.666666666666668,18.0,-1.3333333333333321,23.666666666666668,26.0,-2.333333333333332,49.666666666666664,8.0,7.0,1.0,15.873015873015872,6.578947368421052,9.294068504594819,79,58,21,54.666666666666664,22.666666666666668,14.75,6.194444444444444,55.666666666666664,14.666666666666666,16.5,4.333333333333333,-1.0,8.000000000000002,-1.75,1.8611111111111107,0,19,0.3157894736842105,0.0,63.473684210526315,23.526315789473685,0.21475571334461432,0.0,21,0.3333333333333333,0.4,62.57142857142857,20.523809523809526,0.2191533478195602,0.6666666666666666,-2,-0.017543859649122806,-0.4,0.9022556390977456,3.0025062656641595,-0.004397634474945872,-0.6666666666666666,1,0.0,0.0,6,0.3333333333333333,0.0
1100550,2019/2020,Volley Wrocław,ŁKS Commercecon Łódź,3:0,0,3,0,43,12,43,60,10,3,64,2,53,19,101,10,13,35,35,5,51,21,51,74,10,2,50,3,34,16,86,5,5,36,42,13,-8,-9,-8,-14,0,1,14,-1,19,3,15,5,8,-1,-7,-8,0.3,0.2,0.09999999999999998,0.1188118811881188,0.3023255813953488,-0.18351370020723,0.11627906976744186,0.2549019607843137,-0.13862289101687186,0.06976744186046512,0.0392156862745098,0.030551755585955312,22,18,4,61,73,134,0.09777777777777778,0.08571428571428572,0.012063492063492068,-34,-18,-16,3,0,14.333333333333334,17.0,-2.666666666666666,20.333333333333332,24.333333333333332,-4.0,44.666666666666664,7.333333333333333,6.0,1.333333333333333,5.0,2.7027027027027026,2.2972972972972974,77,55,22,56.333333333333336,26.666666666666668,15.333333333333334,7.333333333333333,54.333333333333336,22.666666666666668,16.055555555555554,6.861111111111111,2.0,4.0,-0.7222222222222197,0.4722222222222223,0,21,0.2857142857142857,0.0,57.23809523809524,26.285714285714285,0.22284201945637483,0.0,21,0.6190476190476191,0.6,66.04761904761905,22.0,0.24539025175169055,0.6666666666666666,0,-0.33333333333333337,-0.6,-8.80952380952381,4.285714285714285,-0.022548232295315718,-0.6666666666666666,1,0.0,0.0,7,0.14285714285714285,0.0
1100551,2019/2020,Developres Rzeszów,BKS Bielsko-Biała,3:1,3,1,1,69,30,69,93,5,5,74,1,36,14,120,4,13,54,45,10,69,25,69,86,12,1,88,5,34,11,127,9,10,55,43,13,0,5,0,7,-7,4,-14,-4,2,3,-7,-5,3,-1,2,-3,1.0,0.08333333333333333,0.9166666666666666,0.30833333333333335,0.28346456692913385,0.024868766404199494,0.14492753623188406,0.18840579710144928,-0.043478260869565216,0.07246376811594203,0.014492753623188406,0.057971014492753624,10,26,-16,95,79,174,0.03484320557491289,0.08637873754152824,-0.051535531966615346,-22,-23,1,4,1,17.25,17.25,0.0,23.75,19.75,4.0,43.5,2.5,6.5,-4.0,5.376344086021505,1.1627906976744187,4.213553388347086,87,98,-11,68.33333333333333,13.666666666666666,20.722222222222225,4.083333333333333,59.0,26.333333333333332,16.08333333333333,7.25,9.333333333333329,-12.666666666666666,4.638888888888896,-3.166666666666667,0,20,0.95,1.0,62.85,15.8,0.31907321954294376,1.0,20,0.45,0.4,69.95,24.85,0.2462588531953695,0.6666666666666666,0,0.49999999999999994,0.6,-7.100000000000001,-9.05,0.07281436634757427,0.33333333333333337,1,1.0,1.0,9,0.6666666666666666,1.0
1100552,2019/2020,BKS Bielsko-Biała,Chemik Police,3:0,0,3,0,49,13,49,62,7,0,70,5,43,13,92,6,7,40,43,9,60,26,60,74,4,5,55,0,44,14,93,5,9,48,52,7,-11,-13,-11,-12,3,-5,15,5,-1,-1,-1,1,-2,-8,-9,2,0.0,1.25,-1.25,0.29347826086956524,0.3655913978494624,-0.07211313697989713,0.1836734693877551,0.11666666666666667,0.06700680272108844,0.0,0.08333333333333333,-0.08333333333333333,18,9,9,58,78,136,0.08035714285714286,0.04054054054054054,0.03981660231660232,-30,-30,0,3,0,16.333333333333332,20.0,-3.666666666666668,19.333333333333332,26.0,-6.666666666666668,45.333333333333336,6.0,3.0,3.0,0.0,6.756756756756757,-6.756756756756757,77,64,13,80.0,27.666666666666668,18.755555555555556,6.2444444444444445,72.66666666666667,21.333333333333332,16.933333333333334,5.288888888888889,7.333333333333329,6.333333333333336,1.8222222222222229,0.9555555555555557,0,21,0.42857142857142855,0.4,69.9047619047619,24.904761904761905,0.24803055384935827,0.3333333333333333,21,0.9523809523809523,1.0,63.714285714285715,20.0,0.3110865077688959,1.0,0,-0.5238095238095237,-0.6,6.190476190476183,4.904761904761905,-0.06305595391953764,-0.6666666666666667,1,0.0,0.0,9,0.1111111111111111,0.0
1100553,2019/2020,Radomka Radom,Developres Rzeszów,3:1,1,3,0,58,20,58,79,8,4,86,2,38,21,142,12,18,46,32,8,75,32,75,96,10,2,71,4,56,28,133,8,8,55,41,18,-17,-12,-17,-17,-2,2,15,-2,-18,-7,9,4,10,-9,-9,-10,0.5,0.2,0.3,0.11267605633802817,0.2932330827067669,-0.18055702636873872,0.13793103448275862,0.24,-0.10206896551724137,0.06896551724137931,0.02666666666666667,0.04229885057471264,22,22,0,80,97,177,0.07166123778501629,0.07333333333333333,-0.001672095548317043,-17,-28,11,4,1,14.5,18.75,-4.25,20.0,24.25,-4.25,44.25,5.5,5.5,0.0,5.063291139240507,2.083333333333333,2.9799578059071736,104,79,25,58.333333333333336,24.333333333333332,15.972222222222223,6.75,57.333333333333336,14.0,19.11111111111111,4.666666666666667,1.0,10.333333333333332,-3.1388888888888875,2.083333333333333,0,20,0.3,0.0,62.8,23.55,0.214457488116944,0.0,21,0.9523809523809523,1.0,63.142857142857146,15.523809523809524,0.3185617963901051,1.0,-1,-0.6523809523809523,-1.0,-0.34285714285714874,8.026190476190477,-0.10410430827316111,-1.0,1,0.0,0.0,3,0.0,0.0
1100746,2019/2020,Wisła Warszawa,Pałac Bydgoszcz,3:0,0,3,0,35,14,35,49,8,4,68,2,48,25,82,6,5,24,29,7,52,28,52,74,6,2,41,4,46,24,84,5,7,45,54,5,-17,-14,-17,-25,2,2,27,-2,2,1,-2,1,-2,-21,-25,2,0.5,0.3333333333333333,0.16666666666666669,0.15853658536585366,0.39285714285714285,-0.2343205574912892,0.2,0.09615384615384616,0.10384615384615385,0.11428571428571428,0.038461538461538464,0.07582417582417582,16,15,1,50,68,118,0.08040201005025126,0.07537688442211055,0.005025125628140711,-23,-22,-1,3,0,11.666666666666666,17.333333333333332,-5.666666666666666,16.666666666666668,22.666666666666668,-6.0,39.333333333333336,5.333333333333333,5.0,0.33333333333333304,8.16326530612245,2.7027027027027026,5.4605626034197465,73,48,25,45.0,21.333333333333332,13.222222222222221,6.3055555555555545,49.333333333333336,19.0,16.444444444444443,6.333333333333333,-4.333333333333336,2.333333333333332,-3.2222222222222214,-0.027777777777778567,0,19,0.0,0.0,42.578947368421055,20.94736842105263,0.12782729804910245,0.0,20,0.4,0.2,64.55,17.65,0.23495347484172108,0.3333333333333333,-1,-0.4,-0.2,-21.971052631578942,3.2973684210526315,-0.10712617679261863,-0.3333333333333333,1,0.0,0.0,1,0.0,0.0
1100786,2020/2021,ŁKS Commercecon Łódź,BKS Bielsko-Biała,3:0,0,3,0,48,23,21,68,6,6,67,3,57,28,110,7,11,31,28,11,66,30,33,78,11,3,62,6,52,24,124,5,11,52,42,11,-18,-7,-12,-10,-5,3,5,-3,5,4,-14,2,0,-21,-14,0,1.0,0.2727272727272727,0.7272727272727273,0.11818181818181818,0.2903225806451613,-0.17214076246334314,0.22916666666666666,0.16666666666666666,0.0625,0.125,0.045454545454545456,0.07954545454545454,16,22,-6,70,82,152,0.0653061224489796,0.08333333333333333,-0.01802721088435373,-29,-28,-1,3,0,16.0,22.0,-6.0,23.333333333333332,27.333333333333332,-4.0,50.666666666666664,5.333333333333333,7.333333333333333,-2.0,8.823529411764707,3.8461538461538463,4.97737556561086,78,73,5,63.666666666666664,20.666666666666668,19.305555555555557,6.222222222222222,66.0,27.0,16.499999999999996,6.75,-2.3333333333333357,-6.333333333333332,2.8055555555555607,-0.5277777777777777,0,0,,,,,,,0,,,,,,,0,,,,,,,0,0.5,0.5,10,0.7,0.0
1100787,2020/2021,PTPS Piła,MKS Kalisz,3:0,0,3,0,41,13,3,63,11,1,68,7,43,24,91,11,9,34,37,6,55,26,32,73,5,7,52,1,56,31,81,11,6,39,48,9,-14,-13,-29,-10,6,-6,16,6,-13,-7,10,0,3,-5,-11,-3,0.09090909090909091,1.4,-1.309090909090909,0.15384615384615385,0.2716049382716049,-0.11775878442545107,0.14634146341463414,0.16363636363636364,-0.017294900221729498,0.024390243902439025,0.12727272727272726,-0.10288248337028824,29,17,12,58,84,142,0.13063063063063063,0.0825242718446602,0.04810635878597043,-19,-25,6,3,0,13.666666666666666,18.333333333333332,-4.666666666666666,19.333333333333332,28.0,-8.666666666666668,47.333333333333336,9.666666666666666,5.666666666666667,3.999999999999999,1.5873015873015872,9.58904109589041,-8.001739508588823,77,58,19,50.0,15.666666666666666,14.722222222222221,4.75,57.333333333333336,16.0,17.055555555555554,4.777777777777778,-7.333333333333336,-0.3333333333333339,-2.333333333333332,-0.02777777777777768,0,0,,,,,,,0,,,,,,,0,,,,,,,0,0.5,0.5,4,0.5,0.0
1100788,2020/2021,Radomka Radom,Pałac Bydgoszcz,3:0,3,0,1,54,20,23,74,9,4,60,3,43,28,102,10,9,42,41,8,46,14,16,68,8,3,65,4,49,34,94,10,8,34,36,9,8,6,7,6,1,1,-5,-1,-6,-6,8,0,1,8,5,-1,0.4444444444444444,0.375,0.06944444444444442,0.22549019607843138,0.1702127659574468,0.05527743012098457,0.14814814814814814,0.1956521739130435,-0.04750402576489535,0.07407407407407407,0.06521739130434782,0.008856682769726246,22,22,0,76,68,144,0.09322033898305085,0.09691629955947137,-0.0036959605764205206,-15,-15,0,3,0,18.0,15.333333333333334,2.666666666666666,25.333333333333332,22.666666666666668,2.6666666666666643,48.0,7.333333333333333,7.333333333333333,0.0,5.405405405405405,4.411764705882353,0.993640699523052,69,73,-4,55.666666666666664,23.333333333333332,15.305555555555557,6.5,51.666666666666664,17.666666666666668,17.22222222222222,5.888888888888888,4.0,5.666666666666664,-1.9166666666666643,0.6111111111111116,0,0,,,,,,,0,,,,,,,0,,,,,,,0,0.5,0.5,4,0.5,1.0
1100789,2020/2021,Legionovia,Chemik Police,3:2,3,2,1,82,28,49,105,10,5,103,3,27,14,140,7,13,65,46,12,88,33,49,113,10,3,95,5,53,24,155,12,12,72,46,13,-6,-5,0,-8,0,2,8,-2,-26,-10,-15,-5,1,-7,0,-1,0.5,0.3,0.2,0.32142857142857145,0.3096774193548387,0.011751152073732729,0.14634146341463414,0.14772727272727273,-0.0013858093126385973,0.06097560975609756,0.03409090909090909,0.02688470066518847,20,27,-7,109,108,217,0.05747126436781609,0.0743801652892562,-0.01690890092144011,-13,-29,16,5,2,16.4,17.6,-1.2000000000000028,21.8,21.6,0.1999999999999993,43.4,4.0,5.4,-1.4000000000000004,4.761904761904762,2.6548672566371683,2.1070375052675936,116,107,9,60.333333333333336,26.0,15.222222222222223,6.294444444444444,74.66666666666667,16.666666666666668,17.599999999999998,3.733333333333333,-14.333333333333336,9.333333333333332,-2.3777777777777747,2.5611111111111113,0,0,,,,,,,0,,,,,,,0,,,,,,,0,0.5,0.5,10,0.0,0.0
1100790,2020/2021,Developres Rzeszów,Volley Wrocław,3:1,3,1,1,79,33,42,97,11,3,80,1,48,23,141,12,13,63,45,13,59,21,28,90,10,1,86,3,37,23,122,5,13,45,37,13,20,12,14,7,1,2,-6,-2,11,0,19,7,0,18,8,0,0.2727272727272727,0.1,0.1727272727272727,0.2695035460992908,0.22131147540983606,0.04819207068945472,0.16455696202531644,0.22033898305084745,-0.05578202102553101,0.0379746835443038,0.01694915254237288,0.021025531001930917,24,18,6,97,83,180,0.07547169811320754,0.06040268456375839,0.015069013549449152,-25,-14,-11,4,1,19.75,14.75,5.0,24.25,20.75,3.5,45.0,6.0,4.5,1.5,3.0927835051546393,1.1111111111111112,1.9816723940435281,93,99,-6,69.66666666666667,11.333333333333334,19.250000000000004,3.027777777777778,57.0,26.666666666666668,15.388888888888888,7.222222222222221,12.666666666666671,-15.333333333333334,3.861111111111116,-4.194444444444443,0,0,,,,,,,0,,,,,,,0,,,,,,,0,0.5,0.5,12,0.75,1.0
1100791,2020/2021,Budowlani Łódź,Joker Świecie,3:1,1,3,0,71,25,31,89,15,3,91,3,57,38,149,19,3,58,39,10,54,22,27,97,6,3,74,3,50,36,142,8,10,48,34,3,17,3,4,-8,9,0,17,0,7,2,7,11,-7,10,5,7,0.2,0.5,-0.3,0.24161073825503357,0.2112676056338028,0.030343132621230756,0.14084507042253522,0.05555555555555555,0.08528951486697967,0.04225352112676056,0.05555555555555555,-0.01330203442879499,37,17,20,88,91,179,0.11246200607902736,0.054313099041533544,0.05814890703749381,-19,-14,-5,4,1,17.75,13.5,4.25,22.0,22.75,-0.75,44.75,9.25,4.25,5.0,3.3707865168539324,3.0927835051546393,0.2780030116992931,94,84,10,62.333333333333336,18.333333333333332,17.044444444444444,5.133333333333333,,,,,,,,,0,0,,,,,,,0,,,,,,,0,,,,,,,0,0.5,0.5,0,0.5,0.5
