game_id,season,date
1101270,2020/2021,30.01.2021
1101268,2020/2021,30.01.2021
1101264,2020/2021,31.01.2021
1101266,2020/2021,01.02.2021
1101280,2020/2021,05.02.2021
1101284,2020/2021,06.02.2021
1101286,2020/2021,06.02.2021
1101282,2020/2021,07.02.2021
1101278,2020/2021,08.02.2021
1101276,2020/2021,11.03.2021
1101288,2020/2021,12.02.2021
1101292,2020/2021,13.02.2021
1101298,2020/2021,14.02.2021
1101294,2020/2021,14.02.2021
1101296,2020/2021,15.02.2021
1101290,2020/2021,15.02.2021
1101300,2020/2021,19.02.2021
1101178,2020/2021,26.02.2021
1101181,2020/2021,26.02.2021
1101184,2020/2021,28.02.2021
1101187,2020/2021,01.03.2021
1101176,2020/2021,01.03.2021
1101190,2020/2021,06.03.2021
1101193,2020/2021,06.03.2021
1101201,2020/2021,06.03.2021
1101198,2020/2021,07.03.2021
1101204,2020/2021,08.03.2021
1101207,2020/2021,09.03.2021
1101336,2020/2021,13.03.2021
1101337,2020/2021,19.03.2021
1101334,2020/2021,15.03.2021
1101335,2020/2021,20.03.2021
1101352,2020/2021,23.03.2021
1101331,2020/2021,15.03.2021
1101328,2020/2021,21.03.2021
1101330,2020/2021,14.03.2021
1101329,2020/2021,22.03.2021
1101345,2020/2021,29.03.2021
1101333,2020/2021,02.04.2021
1101386,2020/2021,06.04.2021
1101351,2020/2021,28.03.2021
1101350,2020/2021,01.04.2021
1101332,2020/2021,10.04.2021
1101347,2020/2021,13.04.2021
1101346,2020/2021,17.04.2021
1101389,2020/2021,20.04.2021
1101343,2020/2021,10.04.2021
1101342,2020/2021,13.04.2021
1101340,2020/2021,17.04.2021
1101390,2020/2021,20.04.2021
1101392,2020/2021,24.04.2021
1101341,2020/2021,29.03.2021
1101348,2020/2021,01.04.2021
1101349,2020/2021,27.03.2021
1101344,2020/2021,30.03.2021
1101339,2020/2021,19.03.2021
1101338,2020/2021,01.04.2021
1101710,2021/2022,24.09.2021
1101707,2021/2022,24.09.2021
1101708,2021/2022,25.09.2021
1101709,2021/2022,26.09.2021
1101705,2021/2022,26.09.2021
1101706,2021/2022,27.10.2021
1101699,2021/2022,01.10.2021
1101701,2021/2022,02.10.2021
1101703,2021/2022,02.10.2021
1101704,2021/2022,02.10.2021
1101702,2021/2022,02.10.2021
1101700,2021/2022,04.10.2021
1101693,2021/2022,08.10.2021
1101694,2021/2022,09.10.2021
1101697,2021/2022,09.10.2021
1101698,2021/2022,10.10.2021
1101696,2021/2022,11.10.2021
1101695,2021/2022,11.10.2021
1101691,2021/2022,15.10.2021
1101688,2021/2022,16.10.2021
1101692,2021/2022,16.10.2021
1101687,2021/2022,17.10.2021
1101690,2021/2022,18.10.2021
1101689,2021/2022,18.10.2021
1101683,2021/2022,22.10.2021
1101681,2021/2022,23.10.2021
1101686,2021/2022,24.10.2021
1101685,2021/2022,24.10.2021
1101684,2021/2022,24.10.2021
1101682,2021/2022,25.10.2021
1101648,2021/2022,29.10.2021
1101649,2021/2022,30.10.2021
1101677,2021/2022,30.10.2021
1101678,2021/2022,30.10.2021
1101680,2021/2022,31.10.2021
1101679,2021/2022,01.11.2021
1101647,2021/2022,05.11.2021
1101643,2021/2022,06.11.2021
1101644,2021/2022,06.11.2021
1101642,2021/2022,07.11.2021
1101645,2021/2022,08.11.2021
1101646,2021/2022,08.11.2021
1101636,2021/2022,11.11.2021
1101641,2021/2022,12.11.2021
1101639,2021/2022,13.11.2021
1101637,2021/2022,13.11.2021
1101638,2021/2022,14.11.2021
1101640,2021/2022,15.11.2021
1101635,2021/2022,18.11.2021
1101633,2021/2022,19.11.2021
1101634,2021/2022,19.11.2021
1101630,2021/2022,20.11.2021
1101632,2021/2022,21.11.2021
1101631,2021/2022,22.11.2021
1101624,2021/2022,25.11.2021
1101627,2021/2022,26.11.2021
1101629,2021/2022,27.11.2021
1101628,2021/2022,28.11.2021
1101626,2021/2022,28.11.2021
1101625,2021/2022,29.11.2021
1101618,2021/2022,03.12.2021
1101619,2021/2022,04.12.2021
1101623,2021/2022,04.12.2021
1101622,2021/2022,04.12.2021
1101620,2021/2022,05.12.2021
1101621,2021/2022,06.12.2021
1101616,2021/2022,09.12.2021
1101614,2021/2022,10.12.2021
1101612,2021/2022,11.12.2021
1101613,2021/2022,11.12.2021
1101617,2021/2022,12.12.2021
1101615,2021/2022,13.12.2021
1101610,2021/2022,17.12.2021
1101676,2021/2022,18.12.2021
1101608,2021/2022,18.12.2021
1101611,2021/2022,19.12.2021
1101609,2021/2022,20.12.2021
1101675,2021/2022,20.12.2021
1101669,2021/2022,07.01.2022
1101672,2021/2022,08.01.2022
1101670,2021/2022,09.01.2022
1101674,2021/2022,09.01.2022
1101673,2021/2022,10.01.2022
1101671,2021/2022,31.01.2022
1101667,2021/2022,14.01.2022
1101663,2021/2022,16.01.2022
1101668,2021/2022,16.01.2022
1101664,2021/2022,17.01.2022
1101666,2021/2022,17.01.2022
1101665,2021/2022,18.01.2022
1101657,2021/2022,21.01.2022
1101661,2021/2022,22.01.2022
1101662,2021/2022,23.01.2022
1101660,2021/2022,24.01.2022
1101658,2021/2022,25.02.2022
1101659,2021/2022,27.02.2022
1101653,2021/2022,04.02.2022
1101651,2021/2022,04.02.2022
1101655,2021/2022,05.02.2022
1101654,2021/2022,06.02.2022
1101656,2021/2022,06.02.2022
1101652,2021/2022,07.02.2022
1101605,2021/2022,10.02.2022
1101650,2021/2022,11.02.2022
1101606,2021/2022,12.02.2022
1101604,2021/2022,13.02.2022
1101607,2021/2022,13.02.2022
1101603,2021/2022,14.02.2022
1101600,2021/2022,17.02.2022
1101598,2021/2022,18.02.2022
1101597,2021/2022,19.02.2022
1101599,2021/2022,20.02.2022
1101601,2021/2022,21.02.2022
1101602,2021/2022,22.02.2022
1101594,2021/2022,04.03.2022
1101595,2021/2022,04.03.2022
1101596,2021/2022,05.03.2022
1101591,2021/2022,06.03.2022
1101593,2021/2022,06.03.2022
1101592,2021/2022,07.03.2022
1101586,2021/2022,11.03.2022
1101588,2021/2022,12.03.2022
1101589,2021/2022,13.03.2022
1101590,2021/2022,14.03.2022
1101587,2021/2022,14.03.2022
1101585,2021/2022,15.03.2022
1101580,2021/2022,18.03.2022
1101583,2021/2022,19.03.2022
1101582,2021/2022,20.03.2022
1101584,2021/2022,20.03.2022
1101579,2021/2022,21.03.2022
1101581,2021/2022,21.03.2022
1101960,2021/2022,03.04.2022
1101954,2021/2022,03.04.2022
1101956,2021/2022,04.04.2022
1101958,2021/2022,04.04.2022
1101957,2021/2022,09.04.2022
1101953,2021/2022,10.04.2022
1101955,2021/2022,10.04.2022
1101959,2021/2022,11.04.2022
1102023,2021/2022,14.04.2022
1101974,2021/2022,21.04.2022
1101973,2021/2022,25.04.2022
1101972,2021/2022,21.04.2022
1101971,2021/2022,24.04.2022
1101966,2021/2022,01.05.2022
1101965,2021/2022,05.05.2022
1101964,2021/2022,08.05.2022
1101963,2021/2022,01.05.2022
1101961,2021/2022,05.05.2022
1101962,2021/2022,08.05.2022
1101968,2021/2022,20.04.2022
1101967,2021/2022,24.04.2022
1101970,2021/2022,14.04.2022
1101969,2021/2022,20.04.2022
1101952,2021/2022,01.04.2022
1101951,2021/2022,06.04.2022
1102041,2022/2023,28.10.2022
1102043,2022/2023,29.10.2022
1102109,2022/2023,30.10.2022
1102044,2022/2023,31.10.2022
1102042,2022/2023,31.10.2022
1102048,2022/2023,04.11.2022
1102110,2022/2023,04.11.2022
1102045,2022/2023,05.11.2022
1102047,2022/2023,05.11.2022
1102046,2022/2023,06.11.2022
1102037,2022/2023,11.11.2022
1102038,2022/2023,12.11.2022
1102051,2022/2023,12.11.2022
1102052,2022/2023,14.11.2022
1102050,2022/2023,29.11.2022
1102056,2022/2023,17.11.2022
1102112,2022/2023,17.11.2022
1102039,2022/2023,18.11.2022
1102054,2022/2023,21.11.2022
1102053,2022/2023,22.11.2022
1102145,2022/2023,25.11.2022
1102057,2022/2023,25.11.2022
1102146,2022/2023,26.11.2022
1102059,2022/2023,28.11.2022
1102040,2022/2023,28.11.2022
1102062,2022/2023,02.12.2022
1102060,2022/2023,03.12.2022
1102065,2022/2023,03.12.2022
1102061,2022/2023,04.12.2022
1102147,2022/2023,05.12.2022
1102067,2022/2023,08.12.2022
1102066,2022/2023,09.12.2022
1102150,2022/2023,09.12.2022
1102064,2022/2023,10.12.2022
1102149,2022/2023,11.12.2022
1102072,2022/2023,16.12.2022
1102113,2022/2023,16.12.2022
1102073,2022/2023,17.12.2022
1102070,2022/2023,18.12.2022
1102074,2022/2023,19.12.2022
1102068,2022/2023,23.12.2022
1102075,2022/2023,29.12.2022
1102076,2022/2023,29.12.2022
1102114,2022/2023,29.12.2022
1102069,2022/2023,30.12.2022
1102079,2022/2023,05.01.2023
1102081,2022/2023,06.01.2023
1102152,2022/2023,07.01.2023
1102151,2022/2023,08.01.2023
1102080,2022/2023,09.01.2023
1102085,2022/2023,12.01.2023
1102084,2022/2023,13.01.2023
1102083,2022/2023,13.01.2023
1102086,2022/2023,14.01.2023
1102153,2022/2023,15.01.2023
1102154,2022/2023,21.01.2023
1102088,2022/2023,22.01.2023
1102091,2022/2023,22.01.2023
1102090,2022/2023,23.01.2023
1102089,2022/2023,23.01.2023
1102095,2022/2023,26.01.2023
1102093,2022/2023,26.01.2023
1102092,2022/2023,27.01.2023
1102155,2022/2023,27.01.2023
1102094,2022/2023,29.01.2023
1102100,2022/2023,02.02.2023
1102101,2022/2023,03.02.2023
1102097,2022/2023,04.02.2023
1102156,2022/2023,05.02.2023
1102099,2022/2023,06.02.2023
1102104,2022/2023,10.02.2023
1102158,2022/2023,12.02.2023
1102157,2022/2023,12.02.2023
1102167,2022/2023,13.02.2023
1102102,2022/2023,13.02.2023
1102105,2022/2023,16.02.2023
1102168,2022/2023,17.02.2023
1102159,2022/2023,19.02.2023
1102115,2022/2023,19.02.2023
1102106,2022/2023,20.02.2023
1102116,2022/2023,24.02.2023
1102119,2022/2023,25.02.2023
1102160,2022/2023,26.02.2023
1102161,2022/2023,26.02.2023
1102117,2022/2023,26.02.2023
1102122,2022/2023,03.03.2023
1102120,2022/2023,04.03.2023
1102121,2022/2023,05.03.2023
1102124,2022/2023,06.03.2023
1102162,2022/2023,06.03.2023
1102163,2022/2023,08.03.2023
1102128,2022/2023,10.03.2023
1102125,2022/2023,10.03.2023
1102126,2022/2023,10.03.2023
1102129,2022/2023,12.03.2023
1102131,2022/2023,17.03.2023
1102132,2022/2023,18.03.2023
1102164,2022/2023,18.03.2023
1102134,2022/2023,19.03.2023
1102130,2022/2023,21.03.2023
1102165,2022/2023,22.03.2023
1102137,2022/2023,24.03.2023
1102138,2022/2023,25.03.2023
1102135,2022/2023,25.03.2023
1102139,2022/2023,27.03.2023
1102143,2022/2023,28.03.2023
1102142,2022/2023,28.03.2023
1102144,2022/2023,29.03.2023
1102141,2022/2023,30.03.2023
1102166,2022/2023,30.03.2023
1102649,2022/2023,05.04.2023
1102650,2022/2023,11.04.2023
1102652,2022/2023,04.04.2023
1102653,2022/2023,12.04.2023
1102655,2022/2023,05.04.2023
1102656,2022/2023,11.04.2023
1102657,2022/2023,15.04.2023
1102658,2022/2023,04.04.2023
1102659,2022/2023,11.04.2023
1102661,2022/2023,22.04.2023
1102662,2022/2023,25.04.2023
1102664,2022/2023,21.04.2023
1102665,2022/2023,25.04.2023
1102667,2022/2023,06.04.2023
1102668,2022/2023,12.04.2023
1102669,2022/2023,16.04.2023
1102670,2022/2023,21.04.2023
1102671,2022/2023,20.04.2023
1102672,2022/2023,23.04.2023
1102673,2022/2023,02.05.2023
1102675,2022/2023,06.05.2023
1102674,2022/2023,09.05.2023
1102678,2022/2023,03.05.2023
1102679,2022/2023,07.05.2023
1102680,2022/2023,10.05.2023
1102681,2022/2023,13.05.2023
1103004,2023/2024,08.10.2023
1103002,2023/2024,08.10.2023
1103003,2023/2024,08.10.2023
1103001,2023/2024,08.10.2023
1103000,2023/2024,09.10.2023
1103011,2023/2024,10.10.2023
1103005,2023/2024,13.10.2023
1103010,2023/2024,14.10.2023
1103008,2023/2024,14.10.2023
1103009,2023/2024,15.10.2023
1103007,2023/2024,15.10.2023
1103006,2023/2024,16.10.2023
1103013,2023/2024,19.10.2023
1103014,2023/2024,20.10.2023
1103015,2023/2024,21.10.2023
1103012,2023/2024,22.10.2023
1103016,2023/2024,22.10.2023
1103017,2023/2024,23.10.2023
1103022,2023/2024,26.10.2023
1103021,2023/2024,26.10.2023
1103023,2023/2024,27.10.2023
1103020,2023/2024,27.10.2023
1103018,2023/2024,29.10.2023
1103019,2023/2024,30.10.2023
1103028,2023/2024,03.11.2023
1103029,2023/2024,03.11.2023
1103025,2023/2024,04.11.2023
1103031,2023/2024,05.11.2023
1103035,2023/2024,05.11.2023
1103026,2023/2024,06.11.2023
1103040,2023/2024,08.11.2023
1103033,2023/2024,10.11.2023
1103027,2023/2024,11.11.2023
1103037,2023/2024,11.11.2023
1103030,2023/2024,12.11.2023
1103032,2023/2024,13.11.2023
1103039,2023/2024,17.11.2023
1103034,2023/2024,17.11.2023
1103024,2023/2024,18.11.2023
1103044,2023/2024,19.11.2023
1103038,2023/2024,19.11.2023
1103041,2023/2024,19.11.2023
1103058,2023/2024,23.11.2023
1103053,2023/2024,24.11.2023
1103047,2023/2024,26.11.2023
1103057,2023/2024,27.11.2023
1103051,2023/2024,27.11.2023
1103046,2023/2024,29.11.2023
1103054,2023/2024,02.12.2023
1103045,2023/2024,03.12.2023
1103052,2023/2024,03.12.2023
1103059,2023/2024,03.12.2023
1103061,2023/2024,04.12.2023
1103062,2023/2024,04.12.2023
1103043,2023/2024,07.12.2023
1103063,2023/2024,08.12.2023
1103060,2023/2024,08.12.2023
1103055,2023/2024,09.12.2023
1103050,2023/2024,10.12.2023
1103042,2023/2024,10.12.2023
1103064,2023/2024,12.12.2023
1103067,2023/2024,12.12.2023
1103056,2023/2024,13.12.2023
1103065,2023/2024,14.12.2023
1103049,2023/2024,14.12.2023
1103048,2023/2024,23.12.2023
1103081,2023/2024,15.12.2023
1103071,2023/2024,16.12.2023
1103068,2023/2024,18.12.2023
1103066,2023/2024,18.12.2023
1103069,2023/2024,18.12.2023
1103075,2023/2024,19.12.2023
1103083,2023/2024,29.12.2023
1103073,2023/2024,29.12.2023
1103074,2023/2024,30.12.2023
1103077,2023/2024,30.12.2023
1103082,2023/2024,30.12.2023
1103079,2023/2024,31.12.2023
1103087,2023/2024,04.01.2024
1103078,2023/2024,05.01.2024
1103070,2023/2024,06.01.2024
1103085,2023/2024,06.01.2024
1103088,2023/2024,07.01.2024
1103080,2023/2024,20.02.2024
1103086,2023/2024,13.01.2024
1103084,2023/2024,13.01.2024
1103072,2023/2024,14.01.2024
1103089,2023/2024,15.01.2024
1103090,2023/2024,15.01.2024
1103091,2023/2024,07.02.2024
1103101,2023/2024,20.01.2024
1103076,2023/2024,21.01.2024
1103092,2023/2024,21.01.2024
1103102,2023/2024,21.01.2024
1103099,2023/2024,22.01.2024
1103093,2023/2024,22.01.2024
1103111,2023/2024,26.01.2024
1103109,2023/2024,26.01.2024
1103103,2023/2024,27.01.2024
1103107,2023/2024,27.01.2024
1103115,2023/2024,28.01.2024
1103097,2023/2024,29.01.2024
1103105,2023/2024,03.02.2024
1103116,2023/2024,03.02.2024
1103110,2023/2024,03.02.2024
1103112,2023/2024,04.02.2024
1103108,2023/2024,05.02.2024
1103100,2023/2024,05.02.2024
1103113,2023/2024,09.02.2024
1103095,2023/2024,09.02.2024
1103098,2023/2024,10.02.2024
1103096,2023/2024,11.02.2024
1103114,2023/2024,11.02.2024
1103104,2023/2024,12.02.2024
1103119,2023/2024,23.02.2024
1103121,2023/2024,23.02.2024
1103120,2023/2024,24.02.2024
1103106,2023/2024,25.02.2024
1103118,2023/2024,25.02.2024
1103117,2023/2024,26.02.2024
1103124,2023/2024,02.03.2024
1103125,2023/2024,02.03.2024
1103122,2023/2024,03.03.2024
1103123,2023/2024,03.03.2024
1103036,2023/2024,04.03.2024
1103094,2023/2024,04.03.2024
1103129,2023/2024,07.03.2024
1103126,2023/2024,08.03.2024
1103131,2023/2024,08.03.2024
1103128,2023/2024,08.03.2024
1103130,2023/2024,08.03.2024
1103127,2023/2024,11.03.2024
1103428,2023/2024,22.03.2024
1103429,2023/2024,27.03.2024
1103419,2023/2024,23.03.2024
1103431,2023/2024,26.03.2024
1103421,2023/2024,23.03.2024
1103422,2023/2024,27.03.2024
1103425,2023/2024,21.03.2024
1103426,2023/2024,26.03.2024
1103427,2023/2024,30.03.2024
1103432,2023/2024,02.04.2024
1103433,2023/2024,05.04.2024
1103401,2023/2024,02.04.2024
1103402,2023/2024,05.04.2024
1103417,2023/2024,25.03.2024
1103418,2023/2024,09.04.2024
1103424,2023/2024,04.04.2024
1103404,2023/2024,10.04.2024
1103405,2023/2024,09.04.2024
1103406,2023/2024,13.04.2024
1103407,2023/2024,12.04.2024
1103408,2023/2024,16.04.2024
1103409,2023/2024,19.04.2024
1103410,2023/2024,23.04.2024
1103412,2023/2024,12.04.2024
1103413,2023/2024,16.04.2024
1103414,2023/2024,19.04.2024
1103473,2024/2025,26.09.2024
1103469,2024/2025,27.09.2024
1103472,2024/2025,28.09.2024
1103468,2024/2025,29.09.2024
1103471,2024/2025,29.09.2024
1103470,2024/2025,01.10.2024
1103475,2024/2025,03.10.2024
1103477,2024/2025,04.10.2024
1103479,2024/2025,05.10.2024
1103474,2024/2025,06.10.2024
1103478,2024/2025,07.10.2024
1103476,2024/2025,31.10.2024
1103480,2024/2025,10.10.2024
1103481,2024/2025,12.10.2024
1103485,2024/2025,12.10.2024
1103483,2024/2025,12.10.2024
1103482,2024/2025,14.10.2024
1103484,2024/2025,15.10.2024
1103491,2024/2025,17.10.2024
1103487,2024/2025,19.10.2024
1103489,2024/2025,19.10.2024
1103486,2024/2025,20.10.2024
1103490,2024/2025,21.10.2024
1103488,2024/2025,22.10.2024
1103493,2024/2025,24.10.2024
1103496,2024/2025,25.10.2024
1103492,2024/2025,26.10.2024
1103497,2024/2025,26.10.2024
1103494,2024/2025,26.10.2024
1103495,2024/2025,27.10.2024
1103500,2024/2025,31.10.2024
1103498,2024/2025,02.11.2024
1103503,2024/2025,02.11.2024
1103501,2024/2025,03.11.2024
1103499,2024/2025,04.11.2024
1103502,2024/2025,04.11.2024
1103506,2024/2025,30.10.2024
1103507,2024/2025,09.11.2024
1103504,2024/2025,10.11.2024
1103505,2024/2025,10.11.2024
1103509,2024/2025,10.11.2024
1103508,2024/2025,23.12.2024
1103510,2024/2025,15.11.2024
1103514,2024/2025,17.11.2024
1103512,2024/2025,18.11.2024
1103513,2024/2025,18.11.2024
1103511,2024/2025,18.11.2024
1103515,2024/2025,18.11.2024
1103517,2024/2025,21.11.2024
1103521,2024/2025,22.11.2024
1103518,2024/2025,23.11.2024
1103516,2024/2025,23.11.2024
1103520,2024/2025,24.11.2024
1103519,2024/2025,12.02.2025
1103523,2024/2025,29.11.2024
1103525,2024/2025,30.11.2024
1103524,2024/2025,30.11.2024
1103526,2024/2025,01.12.2024
1103527,2024/2025,01.12.2024
1103522,2024/2025,02.12.2024
1103529,2024/2025,05.12.2024
1103531,2024/2025,05.12.2024
1103532,2024/2025,06.12.2024
1103533,2024/2025,07.12.2024
1103528,2024/2025,08.12.2024
1103530,2024/2025,09.12.2024
1103539,2024/2025,14.12.2024
1103535,2024/2025,14.12.2024
1103534,2024/2025,15.12.2024
1103537,2024/2025,15.12.2024
1103538,2024/2025,16.12.2024
1103536,2024/2025,30.12.2024
1103545,2024/2025,19.12.2024
1103542,2024/2025,19.12.2024
1103541,2024/2025,20.12.2024
1103540,2024/2025,20.12.2024
1103544,2024/2025,20.12.2024
1103543,2024/2025,21.12.2024
1103548,2024/2025,03.01.2025
1103550,2024/2025,04.01.2025
1103549,2024/2025,05.01.2025
1103546,2024/2025,05.01.2025
1103551,2024/2025,05.01.2025
1103547,2024/2025,12.03.2025
1103554,2024/2025,10.01.2025
1103555,2024/2025,11.01.2025
1103557,2024/2025,11.01.2025
1103556,2024/2025,11.01.2025
1103553,2024/2025,13.01.2025
1103552,2024/2025,29.01.2025
1103559,2024/2025,23.01.2025
1103558,2024/2025,24.01.2025
1103561,2024/2025,25.01.2025
1103563,2024/2025,26.01.2025
1103560,2024/2025,26.01.2025
1103562,2024/2025,27.01.2025
1103567,2024/2025,30.01.2025
1103566,2024/2025,31.01.2025
1103565,2024/2025,01.02.2025
1103568,2024/2025,01.02.2025
1103569,2024/2025,03.02.2025
1103564,2024/2025,13.02.2025
1103575,2024/2025,07.02.2025
1103571,2024/2025,07.02.2025
1103570,2024/2025,08.02.2025
1103573,2024/2025,08.02.2025
1103572,2024/2025,08.02.2025
1103574,2024/2025,09.02.2025
1103581,2024/2025,20.02.2025
1103577,2024/2025,21.02.2025
1103580,2024/2025,22.02.2025
1103579,2024/2025,23.02.2025
1103576,2024/2025,24.02.2025
1103578,2024/2025,25.02.2025
1103583,2024/2025,27.02.2025
1103582,2024/2025,28.02.2025
1103587,2024/2025,01.03.2025
1103585,2024/2025,01.03.2025
1103584,2024/2025,02.03.2025
1103586,2024/2025,03.03.2025
1103593,2024/2025,07.03.2025
1103591,2024/2025,07.03.2025
1103592,2024/2025,08.03.2025
1103588,2024/2025,09.03.2025
1103590,2024/2025,09.03.2025
1103589,2024/2025,10.03.2025
1103595,2024/2025,13.03.2025
1103597,2024/2025,16.03.2025
1103594,2024/2025,16.03.2025
1103596,2024/2025,17.03.2025
1103598,2024/2025,17.03.2025
1103599,2024/2025,18.03.2025
1104105,2024/2025,22.03.2025
1104073,2024/2025,26.03.2025
1104104,2024/2025,20.03.2025
1104074,2024/2025,27.03.2025
1104072,2024/2025,30.03.2025
1104076,2024/2025,21.03.2025
1104085,2024/2025,26.03.2025
1104089,2024/2025,20.03.2025
1104081,2024/2025,24.03.2025
1104078,2024/2025,04.04.2025
1104083,2024/2025,08.04.2025
1104086,2024/2025,04.04.2025
1104079,2024/2025,08.04.2025
1104087,2024/2025,25.03.2025
1104088,2024/2025,04.04.2025
1104091,2024/2025,10.04.2025
1104099,2024/2025,14.04.2025
1104101,2024/2025,11.04.2025
1104097,2024/2025,16.04.2025
1104092,2024/2025,16.04.2025
1104100,2024/2025,19.04.2025
1104095,2024/2025,22.04.2025
1104090,2024/2025,15.04.2025
1104098,2024/2025,18.04.2025
1104093,2024/2025,22.04.2025
1104403,2025/2026,09.10.2025
1104503,2025/2026,10.10.2025
1104520,2025/2026,11.10.2025
1104405,2025/2026,11.10.2025
1104404,2025/2026,13.10.2025
1104402,2025/2026,14.10.2025
1104409,2025/2026,16.10.2025
1104410,2025/2026,18.10.2025
1104505,2025/2026,18.10.2025
1104406,2025/2026,19.10.2025
1104411,2025/2026,19.10.2025
1104504,2025/2026,10.12.2025
1104413,2025/2026,23.10.2025
1104407,2025/2026,24.10.2025
1104522,2025/2026,24.10.2025
1104412,2025/2026,25.10.2025
1104414,2025/2026,27.10.2025
1104408,2025/2026,27.10.2025
1104416,2025/2026,30.10.2025
1104524,2025/2026,31.10.2025
1104523,2025/2026,31.10.2025
1104417,2025/2026,01.11.2025
1104418,2025/2026,02.11.2025
1104415,2025/2026,02.11.2025
1104422,2025/2026,06.11.2025
1104525,2025/2026,07.11.2025
1104526,2025/2026,08.11.2025
1104419,2025/2026,09.11.2025
1104420,2025/2026,10.11.2025
1104421,2025/2026,10.11.2025
1104527,2025/2026,13.11.2025
1104425,2025/2026,14.11.2025
1104528,2025/2026,14.11.2025
1104423,2025/2026,15.11.2025
1104424,2025/2026,17.11.2025
1104426,2025/2026,18.11.2025
1104530,2025/2026,20.11.2025
1104429,2025/2026,21.11.2025
1104430,2025/2026,21.11.2025
1104529,2025/2026,22.11.2025
1104427,2025/2026,22.11.2025
1104428,2025/2026,22.11.2025
1104435,2025/2026,28.11.2025
1104432,2025/2026,29.11.2025
1104433,2025/2026,29.11.2025
1104531,2025/2026,29.11.2025
1104431,2025/2026,30.11.2025
1104434,2025/2026,01.12.2025
1104533,2025/2026,05.12.2025
1104439,2025/2026,07.12.2025
1104436,2025/2026,08.12.2025
1104532,2025/2026,08.12.2025
1104438,2025/2026,08.12.2025
1104437,2025/2026,09.12.2025
1104444,2025/2026,12.12.2025
1104443,2025/2026,12.12.2025
1104521,2025/2026,13.12.2025
1104442,2025/2026,14.12.2025
1104440,2025/2026,14.12.2025
1104441,2025/2026,15.12.2025
1104506,2025/2026,18.12.2025
1104446,2025/2026,19.12.2025
1104447,2025/2026,20.12.2025
1104448,2025/2026,21.12.2025
1104449,2025/2026,22.12.2025
1104507,2025/2026,22.12.2025
1104445,2025/2026,28.12.2025
1104508,2025/2026,28.12.2025
1104509,2025/2026,28.12.2025
1104451,2025/2026,30.12.2025
1104450,2025/2026,06.01.2026
1104452,2025/2026,04.03.2026
1104511,2025/2026,09.01.2026
1104459,2025/2026,10.01.2026
1104453,2025/2026,11.01.2026
1104510,2025/2026,09.02.2026
1104460,2025/2026,11.02.2026
1104458,2025/2026,24.02.2026
1104457,2025/2026,15.01.2026
1104455,2025/2026,17.01.2026
1104512,2025/2026,17.01.2026
1104456,2025/2026,18.01.2026
1104454,2025/2026,18.01.2026
1104513,2025/2026,19.01.2026
1104461,2025/2026,23.01.2026
1104514,2025/2026,23.01.2026
1104464,2025/2026,23.01.2026
1104462,2025/2026,25.01.2026
1104465,2025/2026,26.01.2026
1104463,2025/2026,26.01.2026
1104469,2025/2026,31.01.2026
1104515,2025/2026,31.01.2026
1104516,2025/2026,31.01.2026
1104466,2025/2026,31.01.2026
1104468,2025/2026,02.02.2026
1104467,2025/2026,11.02.2026
1104474,2025/2026,14.02.2026
1104472,2025/2026,15.02.2026
1104473,2025/2026,15.02.2026
1104517,2025/2026,16.02.2026
1104471,2025/2026,16.02.2026
1104470,2025/2026,02.03.2026
1104480,2025/2026,19.02.2026
1104479,2025/2026,20.02.2026
1104476,2025/2026,20.02.2026
1104475,2025/2026,21.02.2026
1104477,2025/2026,22.02.2026
1104478,2025/2026,22.02.2026
1104481,2025/2026,12.02.2026
1104486,2025/2026,27.02.2026
1104482,2025/2026,27.02.2026
1104484,2025/2026,01.03.2026
1104485,2025/2026,01.03.2026
1104483,2025/2026,02.03.2026
1104492,2025/2026,05.03.2026
1104487,2025/2026,06.03.2026
1104489,2025/2026,06.03.2026
1104490,2025/2026,07.03.2026
1104491,2025/2026,08.03.2026
1104488,2025/2026,09.03.2026
1104496,2025/2026,12.03.2026
1104495,2025/2026,14.03.2026
1104494,2025/2026,14.03.2026
1104497,2025/2026,14.03.2026
1104493,2025/2026,15.03.2026
1104498,2025/2026,16.03.2026
1104501,2025/2026,09.03.2026
1104499,2025/2026,19.03.2026
1104518,2025/2026,20.03.2026
1104519,2025/2026,20.03.2026
1104500,2025/2026,21.03.2026
1104502,2025/2026,21.03.2026
1104803,2025/2026,24.03.2026
1104805,2025/2026,28.03.2026
1104804,2025/2026,25.03.2026
1104774,2025/2026,30.03.2026
1104799,2025/2026,24.03.2026
1104775,2025/2026,28.03.2026
1104776,2025/2026,31.03.2026
1104800,2025/2026,25.03.2026
1104801,2025/2026,29.03.2026
1104792,2025/2026,03.04.2026
1104794,2025/2026,07.04.2026
1104796,2025/2026,11.04.2026
1104773,2025/2026,04.04.2026
1104793,2025/2026,08.04.2026
1104778,2025/2026,30.03.2026
1104798,2025/2026,11.04.2026
1104797,2025/2026,04.04.2026
1104779,2025/2026,13.04.2026
1104795,2025/2026,03.04.2026
1104780,2025/2026,09.04.2026
1104782,2025/2026,15.04.2026
1104783,2025/2026,18.04.2026
1104784,2025/2026,21.04.2026
1104785,2025/2026,25.04.2026
1104787,2025/2026,15.04.2026
1104788,2025/2026,19.04.2026
